sentence,term,category,polarity
워라밸이 좋고 보상 및 복지가 나쁘지 않습니다 성장하는 회사,워라밸,업무,positive
일정이 빡빡한 것과 탑다운식인 것 제외하고는 즐겁게 다니고 있습니다,탑다운,업무,negative
"복지와 근무환경은 빼놓을 수 없음. 점점 개선 되는 정책이 나와 잊을만 하면 업그레이드되는 복지,지원금 등",복지,복지,positive
"평일 워라밸 매우 안좋음. 리더가 신임하는 구성원은 같은 레벨에 동료여도 협업이라는 이름으로 업무 지원해줘여 함. 그러나 그들은 내 업무 지원을 안해준다는것.
객관적인 업무 퀄리티 비교보다는 내 사람이 최고야 주의",워라밸,업무,negative
마케팅 직군 중 연봉 수준이 상대적으로 높다,연봉,급여,positive
정치질과 팀장의 기분에 따라 평가가 좌우되고 직급이 없지만 팀장과의 친분에 따라 권한을 준다,정치,사내문화,negative
워라밸을 기대한다면 다니기 어려운 회사. 휴가를 쓸 시간이 없을 정도로 일이 정말 많음.,워라밸,업무,negative
"수평적이고 서로 존중하는 분위기, 조직 문화 등 전반적으로 회사가 참 좋은 곳, 점점 성장하는 곳입니다.",문화,사내문화,positive
"팀 별로 분위기가 다르다, 업무 강도가 센 곳이 많다는 이야기를 들었습니다.",업무,업무,negative
복지와 사내문화가 잘되어있다. 일하기 편하다. 딱 그정도,복지,복지,positive
개발자라면 기술적으로 퇴보할 수 있다. 엄청난 레거시와 할 수 있는게 없는 상황,퇴보,커리어,negative
개발자의 급여 상승이 비개발자들의 연봉을 머리채잡고 끌고 감 개발자들에게 매우 감사,급여,급여,positive
도서 구입비 제한없이 읽고싶은 책 구매가능 등 다양한 복지 및 임원들과의 소통이 다른회사에 비해 원활한 편.,복지,복지,positive
회의가 많아서 근무할 시간이 부족하다보니 당연하게 야근을 하게 됨,야근,업무,negative
조직문화를 개선하려는 노력이 항상 엿보임. 항상 존중받는다는 느낌이 들게 해주는 곳,존중,사내문화,positive
복지나 일하는 분위기가 좋고 경영진도 존경할만한 분들이 많다,분위기,사내문화,positive
내 업무 역량을 키워줄 수 있는 회사인지는 의문이 든다,역량,커리어,negative
수직적이고 체계가 없다,수직,업무,negative
커리어 향상에 점수를 줄 수 없을 수준인데 이 또한 팀바팀 사람바이사람.,커리어,커리어,negative
워라밸을 지키기 힘든 조직도 있음,워라밸,업무,negative
"연봉 높음, 돈으로 보상을 해줌",연봉,급여,positive
"워라벨 없음, 야근 무지 많음.... 업무가 하드함 야근 많은데 출근시간 고정이라 몸이 힘들다",워라벨,업무,negative
고객 지향적이고 할 일이 많고 성장할 기회가 많음,성장,커리어,positive
"사람과 기업 전반적인 문화가 좋음. 우수타라는 제도를 통해 직원들의 목소리를 듣고 궁금증을 풀어주고자 노력하고 있음. 어느 조직이든 발생할 수 있는 직장내괴롭힘이나 불평등, 갑질 등에 대해 리더 교육을 실시하고 상호평가를 진행함. 내부 구성원을 챙기는 별도의 조직이 있고, ‘송파구에서 일 더 잘하는 방법’을 만들어 모두가 함께 규칙을 지킬 수 있도록 분위기를 조성하고 있어 만족스러움",문화,사내문화,positive
빠르게 변하는 산업에서 도태되지 않도록 기민하게 반응하기 위해서 빡센 노동강도는 어쩔 수 없는 부분인 것 같음,노동,업무,negative
경영진이 직원들과 소통하려는 의지가 많다. 그 결과 전반적인 복지나 목소리가 여러 방면으로 회사에 반영된다.,소통,사내문화,positive
부바부이지만 바쁜부서는 야근이 많다고한다,야근,업무,negative
규모가 커지면 기업문화가 이상해지는 느낌 시스템이 없고 시스템을 만들려는 사람도 없음,문화,사내문화,negative
"기본적으로 사람들을(직원 + 소비자, 사장님 모두) 소중히 생각한다는 느낌을 많이 받음 가끔 그 마음이 처음 의도와 다르게 전달되는걸 지켜보게 될 때도 있지만, 빠르게 피드백을 수용하고 개선하려고 하는 모습도 큰 장점이라고 생각함",피드백,사내문화,positive
분위기좋음 전체적으로 젠틀하고 협업이 잘됨 조직 간 정치없음,분위기,사내문화,positive
워라벨 붕괴 퍼포먼스 압박은 심한데 일은 잡다하게 많아서 어느장단에 맞춰야할지 멘붕와서 다 하다보면 늘 야근 근데 나만 이런게 아니고 주변이 다 이럼,워라벨,업무,negative
아직도 많이 자주 바뀌는 프로세스와 조직개편들 그리고 좀 답답한 업무관련 피드백 속도 업무강도,업무,업무,negative
팀마다 다르지만 일이 많은 경우 있음,일,업무,negative
경영진 특히 대표님 마인드가 좋음 회사차원에서 직원배려를 하려고 노력하고 수평적 문화를 '지향'함,경영진,사내문화,positive
꼰대가 너무많고 회사특성상 레퍼런스 체크를 하지않아 팀마다 폭탄이 두어개있음,꼰대,사내문화,negative
업무량이 많아서 커리어가 향상될것 같음,커리어,커리어,positive
수평문화라고 하지만 팀원들 사이에서나 수평문화이고 윗선들은 무서울정도로 수직문화,문화,사내문화,negative
성장동력이 끊이지 않는다. 많은일이 생기고 사라짐. 그런것들을 해결하다보면 어느새 성장해있음,성장,커리어,positive
일이많다. 갑자기 들어오는일. 가끔 당황스럽다. 의사결정이 왜그렇기 되었는지는 알랴주지않음,일,업무,negative
주니어가 성장할 수 있는 회사이자 좋은 사내문화가 인상적,성장,커리어,positive
구성원들이 대체로 선하면서 개성있다는 인상이 있음 수평적 문화 경영진들과 구성원 간의 커뮤니케이션에 노력,문화,사내문화,positive
사내 분위기 자체가 서로 배려해주는걸 당연하게 생각하는 느낌이라 다들 서로 착하다. 재택근무도 일년째 유지,분위기,사내문화,positive
업무가 많고 생각보다 수작업으로 하는 일들이 많다. 의사결정도 자주 번복되어서 밑에 사람들이 힘든구조,업무,업무,negative
워라밸이 거의 없다시피 함. 오밤중에 태그달려서 불려다니는 건 기본이고- 월요일에 떨어진 일을 수요일까지 쳐내라는 것도 많음,워라밸,업무,negative
야근이 잦을 때도 있고 일이 많지만 이건 어딜가든 일이 많은 부서가 있다 생각함,야근,업무,negative
복지가 정말 좋은 회사 바쁘지만 일할 분위기를 만들어주는 회사,복지,복지,positive
워워밸 장기간의 재택과 업무량이 많아 생활과 업무의 구분이 사라짐,업무,업무,negative
대체로 좋은 동료들과 협업할 수 있다는 점. 대표와 소통할 수 있는 창구가 있는 점.,소통,사내문화,positive
"다양한 업무를 주도적으로 해볼 수 있고, 부바부지만 이상한 사람 없이 다들 일을 잘하고 열심히 해서 배울 점 많고 커리어 성장에 많은 도움이 됨",커리어,커리어,positive
마찬가지로 부바부지만 꼰대의식 가진 사람 거의 없고 다들 나이스하게 Comm.해서 조직 분위기는 좋음,분위기,사내문화,positive
"유능한 동료들과 합리적인 문화, 적절한 보상, 1위자리를 수성하려는 노력",문화,사내문화,positive
일이 너무 많은 것 같아요... 야근을 하면 그만큼 보상해주긴 하지만 그래도 일이 너무 많은듯,일,업무,negative
체계가 없고 중간 관리자들이 무능하다 고인물들의 배민부심이 대단해서 적응하기 어려웟음,체계,업무,negative
기업문화가 수평적이고 구성원을 존중하는 분위기다,문화,사내문화,positive
커리어 계발은 잘안되는편. 이거했다 저거했다 계속 바꾸기때문에 일관성있는 커리어 쌓기는 힘듦,커리어,커리어,negative
주 35시간근무에 야근수당 줘서 일한만큼은 받음 복지제도도 많이 좋아짐,복지,복지,positive
"일이 너무 많고 재택으로 일과 삶의 구별이 없어짐 시도 때도 없는 멘션과 호출, 쿠팡을 적이라고 단정하면서 쿠팡 시스템 많이 들여옴",일,업무,negative
팀바팀이겠지만 야근 및 철야는 기본 개인 시간 사실상 없음,야근,업무,negative
모든 구성원들이 일과 삶의 균형을 맞추고 업무에 몰입할 수 있도록 세심하게 제도를 만들고 이 문화를 만들고 지켜나가려고 노력합니다.,문화,사내문화,positive
일에 방향성이 너무 자주 바뀜 야근이 많아 주35시간 이 가능한가?,야근,업무,negative
재택을 장려하고 대화를 잘 하려고 시도를 하고 복지 좋고 기업문화 확실하고 배울게 많고 협동력이 좋은 듯함,문화,사내문화,positive
실력과 인성이 좋은 동료들이 많다. 서로 협력적인 분위기,분위기,사내문화,positive
우수한 직원들이 정말 많다. 서로 배워가며 성장할 수 있음. 부바부겠지만 좋은 리더들도 많아서 정말 많은걸 배울 수 있음,직원,사내문화,positive
그리고 능력이 있다면 발휘할 수 있는 기회도 어느정도 보장되며 잘 보여준다면 그만큼의 충분한 보상을 받을수도 있음. 처우나 복지도 이제는 최상위 수준이 아닐까 생각됨.,보상,급여,positive
팀바팀이겠지만 업무 내용과 양의 측면에서 개발자가 성장할 수 있는 환경에 있는 회사라 생각합니다,성장,커리어,positive
복지 정책도 올해들어 추가된 좋은 요소가 많아 행복합니다,복지,복지,positive
"시기에 따라 야근이 잦을 수 있음, 팀바팀 극명히 갈림",야근,업무,negative
보상이 크네요. 이전 직장보다 대우 받는 느낌이 들어요.,보상,급여,positive
경영진과 이야기할 수 있는 자리가 보장된다,경영진,사내문화,positive
조직개편이 잦은 편이라 커리어랑 상관 없는 직무로 떨어지는 경우도 종종 발생함,커리어,커리어,negative
개발자 커리어 향상에 좋음,커리어,커리어,positive
일이 많아서 야근을 많이함,야근,업무,negative
대체적으로 사람들 선량한 편 주변에 일 잘 하는 사람들 꽤 있음 배울 점 찾고자 하면 찾을 수는 있음,사람,사내문화,positive
야근이 너무나무많다. 워라벨x,야근,업무,negative
칼퇴근 / 나름 우아한 복지 책 좋아하는 사람은 도서비 무한지원,복지,복지,positive
점진적으로 좋아지는 처우 및 복지,복지,복지,positive
자연스럽게 야근하는 분위기,야근,업무,negative
너무 급작스럽게 주는 업무가 매일있음..,업무,업무,negative
사내문화를 신경쓰는게 보이고 워라벨도 챙기게 해주려는게 보임,사내문화,사내문화,positive
경쟁이 심하거나 압박이 심하지 않음 (팀 by 팀),경쟁,사내문화,positive
"사내 주차 어려움 (다른 회사들도 마찬가지이겠지만, 자차 운용 출퇴근을 하는 사람으로써는 자비를 들여야하는 상황.",주차,복지,negative
사내 문화도 정말 좋고 상식이 지켜지는 회사 조직 구성원이 스스로 열심히 일하고자 하는 마음이 들게 하는 곳,문화,사내문화,positive
"전체적인 부분에서 직원 차별 없고, 함께 일하는 구성원에 대한 믿음 과 따뜻한 마음",차별,사내문화,positive
